cod_id,path,formula,n_sites,n_species,volume,density,a,b,c,alpha,beta,gamma
1000348,data/raw/cif/1/00/03/1000348.cif,MnAlF5,28,3,336.7875179526,3.4890678213588333,3.5837,9.854,9.537,90.0,90.0,90.0
1000349,data/raw/cif/1/00/03/1000349.cif,Ga8P8H35.44N7.44O36.56F4,100,6,932.7744148860002,2.8598033796804097,9.593,9.742,9.981,90.0,90.0,90.0
1000350,data/raw/cif/1/00/03/1000350.cif,Al8P8H33.64N7.04O35.56F5.4,100,6,894.419051064,2.3535313967578864,9.416,9.563,9.933,90.0,90.0,90.0
1000351,data/raw/cif/1/00/03/1000351.cif,Fe4.848P4H0.92O18.2F1.8,48,5,350.43508224,3.416203447051435,5.184,5.184,13.04,90.0,90.0,90.0
1000352,data/raw/cif/1/00/03/1000352.cif,Ba3Nb2(OF3)4,84,4,1368.5132171359999,4.318559673027129,22.633,7.804,7.748,90.0,90.0,90.0
1000354,data/raw/cif/1/00/03/1000354.cif,V18Fe2.7Cu18O57,96,4,1033.5457319318418,5.018385400419707,12.9399,12.9399,7.1275,90.0,90.0,119.99999999999999
1000355,data/raw/cif/1/00/03/1000355.cif,CrCu(PS3)2,40,4,781.0294410095411,3.1455898290109983,5.934999999999999,10.282,13.368,90.0,106.78,90.0
1000356,data/raw/cif/1/00/03/1000356.cif,MoH12Pd(NO)4,88,5,866.16195116706,2.5649548593146827,7.4618,7.4618,15.5565,90.0,90.0,90.0
1000357,data/raw/cif/1/00/03/1000357.cif,Sr2Ca0.5Pr1.1Cu2Hg0.4O7,13,6,177.72628103436,6.256243992911977,3.8463,3.8018,12.154,90.0,90.0,90.0
1000358,data/raw/cif/1/00/03/1000358.cif,BaVOF4,112,4,1612.5826959,4.6175387366094585,7.92,27.60799,7.375,90.0,90.0,90.0
1000359,data/raw/cif/1/00/03/1000359.cif,FePH4NO4F,96,6,894.17202336,2.790851080265916,12.993,6.468,10.64,90.0,90.0,90.0
1000360,data/raw/cif/1/00/03/1000360.cif,Na7Sr2Fe7F32,384,4,5040.884310799999,3.5182291594057054,10.372,10.805,44.98,90.0,90.0,90.0
1000369,data/raw/cif/1/00/03/1000369.cif,Ba3SrTl2Cu2HgO10,38,6,612.1773167392179,7.573573460916882,3.8289,3.8289,41.75699,90.0,90.0,90.0
1000370,data/raw/cif/1/00/03/1000370.cif,Cs3Ga2F9,84,3,1530.8435547982967,4.615368814992778,10.945,10.945000000000002,14.756,90.0,90.0,119.99999999999999
1000371,data/raw/cif/1/00/03/1000371.cif,Mo7Pd3(N5O8)3,196,4,3550.896004286656,2.9646959046098202,10.657999999999998,20.62799,17.55099,90.0,113.03799999999998,90.0
1000372,data/raw/cif/1/00/03/1000372.cif,KCuCO3F,14,5,180.19847868000002,3.3478593854414354,3.972,5.038,9.005,90.0,90.0,90.0
1000373,data/raw/cif/1/00/03/1000373.cif,NaV(OF)2,12,4,155.56904997654567,3.0725417449070225,6.398999999999999,3.59,7.22,90.0,110.29000000000002,90.0
1000375,data/raw/cif/1/00/03/1000375.cif,Ba7Fe6(OF16)2,94,4,1462.1440158717694,4.398079660887296,17.02299,11.482,7.624,90.0,101.13000000000001,90.0
1000376,data/raw/cif/1/00/03/1000376.cif,Fe3Pb8F24,70,4,1022.7490098793089,7.407193974711289,20.118,5.597,9.44,89.75,105.79000000000002,89.38
1000377,data/raw/cif/1/00/03/1000377.cif,Ga2P2H9NO11,100,5,897.3967652580807,2.9640753943617657,9.689,9.703,9.788,90.0,102.78000000000002,90.0
1000378,data/raw/cif/1/00/03/1000378.cif,In4Cu3.9P8S24,44,4,838.493469984526,3.415076186125081,6.095599999999999,10.5645,13.623,90.0,107.101,90.0
1000461,data/raw/cif/1/00/04/1000461.cif,Cs4Cr5F18.24,28,3,479.43110927880696,3.941994121188835,7.2,7.2,10.679,90.0,90.0,119.99999999999999
1000400,data/raw/cif/1/00/04/1000400.cif,Na7.84Sr24.16Zn4Fe24F136,196,5,2630.7171039420264,4.092042231376486,16.16699,11.013,15.09,90.0,101.72,90.0
1000462,data/raw/cif/1/00/04/1000462.cif,Cs4Cr4.001Co0.999F18.24,28,4,483.51515695372984,3.93249805078829,7.203,7.203,10.761,90.0,90.0,119.99999999999999
1000401,data/raw/cif/1/00/04/1000401.cif,Nb8H8.16O24,80,3,446.81986112499993,4.219772285152552,7.645,7.645,7.645,90.0,90.0,90.0
1000463,data/raw/cif/1/00/04/1000463.cif,La4C1.998O9.998,24,3,229.53222769018888,5.350462498872295,4.0755,4.0755,15.957,90.0,90.0,119.99999999999999
1000402,data/raw/cif/1/00/04/1000402.cif,Fe2O2F5,36,4,540.243337448,2.9345207427595863,7.477,10.862,6.652,90.0,90.0,90.0
1000464,data/raw/cif/1/00/04/1000464.cif,La4C1.692O9.692,24,3,234.44316719009893,5.177676791706831,4.0852,4.0852,16.2211,90.0,90.0,119.99999999999999
1000403,data/raw/cif/1/00/04/1000403.cif,Ba2V2CuF12,17,4,232.99853557592118,4.761172002449702,5.365,6.95,7.433,65.05000000000001,70.26,73.19000000000001
1000466,data/raw/cif/1/00/04/1000466.cif,FeSnH12(OF)6,78,5,845.0131067103804,2.338300060109375,9.826,9.826,10.106,90.0,90.0,119.99999999999999
1000404,data/raw/cif/1/00/04/1000404.cif,Fe2H4O2F5,52,5,539.406429696,2.98872013960499,7.472,10.928,6.606,90.0,90.0,90.0
1000465,data/raw/cif/1/00/04/1000465.cif,Li1.04La4C1.482O11.606,54,4,231.34289672446903,5.500579223718468,4.058,4.058,16.22189,90.0,90.0,119.99999999999999
1000405,data/raw/cif/1/00/04/1000405.cif,Fe2H4O2F5,52,5,538.8140633260001,2.9920059062925093,7.469,10.927,6.602,90.0,90.0,90.0
1000467,data/raw/cif/1/00/04/1000467.cif,AlF3,24,2,262.02898431331226,3.193081978294858,4.9305,4.9305,12.4462,90.0,90.0,119.99999999999999
1000406,data/raw/cif/1/00/04/1000406.cif,Fe2H4O2F5,52,5,539.1158012999999,2.9903313091128627,7.47,10.93,6.603,90.0,90.0,90.0
1000468,data/raw/cif/1/00/04/1000468.cif,VF3,24,2,310.82094636914496,3.4598657269759485,5.168,5.168,13.438,90.0,90.0,119.99999999999999
1000407,data/raw/cif/1/00/04/1000407.cif,AlTlF4,24,3,338.59283942268,6.029433080542129,5.1418,5.1418,12.807,90.0,90.0,90.0
1000479,data/raw/cif/1/00/04/1000479.cif,K2AlF5,8,3,131.61495127499998,2.525475707167574,5.965,5.965,3.699,90.0,90.0,90.0
1000408,data/raw/cif/1/00/04/1000408.cif,AlTlF4,24,3,336.8920719518429,6.059872097974516,5.1376,5.1301,12.7822,90.0,90.119,90.0
1000480,data/raw/cif/1/00/04/1000480.cif,V4.08P1.92H16N4O16,42,6,420.5480523679999,2.351161988888732,8.629,8.629,5.648,90.0,90.0,90.0
1000409,data/raw/cif/1/00/04/1000409.cif,AlTlF4,24,3,330.3274739612332,6.1802999380226735,5.1138,5.0912,12.6878,90.0,90.28899999999999,90.0
1000481,data/raw/cif/1/00/04/1000481.cif,BaFeOF5,64,4,1016.019464094,3.9768941714481802,10.314,7.317,13.463,90.0,90.0,90.0
1000410,data/raw/cif/1/00/04/1000410.cif,AlTlF4,24,3,326.9837070375543,6.243500281239778,5.101,5.0745,12.6324,90.0,90.35499999999999,90.0
1000482,data/raw/cif/1/00/04/1000482.cif,La2Pd2O5,18,3,252.95707667000002,7.49204735793894,6.703,6.703,5.63,90.0,90.0,90.0
1000411,data/raw/cif/1/00/04/1000411.cif,Ba2Cu5F14,84,3,1111.263970636493,5.130529142005549,18.17,6.652,10.328,90.0,117.1,90.0
1000483,data/raw/cif/1/00/04/1000483.cif,La2PdO4,14,3,207.51097549999997,7.173606125474273,4.055,4.055,12.62,90.0,90.0,90.0
1000412,data/raw/cif/1/00/04/1000412.cif,AlC2N6O2F5,64,5,1145.2091935230599,1.5197838838800688,20.04999,7.291,7.834,90.0,90.0,90.0
1000484,data/raw/cif/1/00/04/1000484.cif,La4PdO7,24,3,372.14092029453906,6.907704787954532,13.469,4.0262,9.448,90.0,133.42,90.0
1000413,data/raw/cif/1/00/04/1000413.cif,FeH18C3(N3F2)3,296,5,2821.151997000001,1.648422034531885,14.13,14.13,14.13,90.0,90.0,90.0
1000485,data/raw/cif/1/00/04/1000485.cif,BaInCuF7,40,4,561.9666146489999,5.303164672845482,6.843,6.843,12.001,90.0,90.0,90.0
1000414,data/raw/cif/1/00/04/1000414.cif,La2NiO4,28,3,379.73972286000003,7.005315256875978,5.468,5.535,12.547,90.0,90.0,90.0
1000486,data/raw/cif/1/00/04/1000486.cif,Sr4Ga2P4H(O4F)4,62,6,769.1737686918891,4.08807487406548,8.257,7.205,13.596,90.0,108.02000000000001,90.0
1000415,data/raw/cif/1/00/04/1000415.cif,Ba4Pr2.6Cu4.4Hg3O16,30,6,446.33670938127995,7.638040068813951,3.9236,3.9236,28.993,90.0,90.0,90.0
1000487,data/raw/cif/1/00/04/1000487.cif,Sr4Fe4P6H(O6F)4,43,6,550.6044336615691,3.68141419708492,8.072,8.794,8.885,102.46,115.95,89.95
1000416,data/raw/cif/1/00/04/1000416.cif,Ca6.12Tl7.88O18,32,3,444.919998969963,8.00115802433305,11.118,3.341,12.287,90.0,102.88000000000001,90.0
1000488,data/raw/cif/1/00/04/1000488.cif,SrAl2P2(O4F)2,60,5,684.5263418840001,3.585584303915517,12.026,12.199,4.666,90.0,90.0,90.0
1000417,data/raw/cif/1/00/04/1000417.cif,NaCaAlF6,27,4,349.70010588790933,2.9066271304194222,8.9295,8.9295,5.0642,90.0,90.0,119.99999999999999
1000489,data/raw/cif/1/00/04/1000489.cif,Li2P2H2O7,234,4,2693.810886050936,2.106420045955415,15.7442,15.7442,12.5486,90.0,90.0,119.99999999999999
1000418,data/raw/cif/1/00/04/1000418.cif,Na8.064Ca8Al14F66,136,4,1253.0752095410003,2.8327515653044326,10.781,10.781,10.781,90.0,90.0,90.0
1000490,data/raw/cif/1/00/04/1000490.cif,CsCoF4,120,3,2003.0533343615516,4.4406798712699755,12.4476,12.4476,12.9277,90.0,90.0,90.0
1000419,data/raw/cif/1/00/04/1000419.cif,NaAlCdF6,36,4,450.8315603272,4.071833041743824,12.506,3.6406,9.902,90.0,90.0,90.0
1000491,data/raw/cif/1/00/04/1000491.cif,CsCoF4,120,3,1988.8133471407077,4.472475325936275,12.4353,12.4353,12.8612,90.0,90.0,90.0
1000420,data/raw/cif/1/00/04/1000420.cif,Cr2F5,28,3,359.7563939803442,3.673831184603981,7.7526,7.5228,7.4477,90.0,124.081,90.0
1000492,data/raw/cif/1/00/04/1000492.cif,Cs2NaAl3F12,18,4,260.0051240888576,3.8174154849482194,7.3100000000000005,7.3100000000000005,7.31,57.45,57.45,57.45
1000421,data/raw/cif/1/00/04/1000421.cif,BaZnF4,24,3,356.50847169364,5.193048114907962,4.1974,14.546,5.8391,90.0,90.0,90.0
1000493,data/raw/cif/1/00/04/1000493.cif,Rb8Nb16O39.9984F8.0016,128,4,1154.9810154880004,4.25883155427064,10.492,10.492,10.492,90.0,90.0,90.0
1000422,data/raw/cif/1/00/04/1000422.cif,BaZnF4,24,3,353.33714124384005,5.239657626594475,4.1843,14.496,5.8253,90.0,90.0,90.0
1000494,data/raw/cif/1/00/04/1000494.cif,Nb16Tl8O39.9984F8.0016,96,4,1159.610634216,5.604105439183653,10.506,10.506,10.506,90.0,90.0,90.0
1000423,data/raw/cif/1/00/04/1000423.cif,Cs2Zr(Si2O5)3,144,4,2210.9176794756195,3.4498089286786775,26.60999,7.506,11.602,90.0,107.43,90.0
1000495,data/raw/cif/1/00/04/1000495.cif,Cs8Nb16O39.9984F8.0016,128,4,1165.9134531250002,4.759398026511265,10.525,10.525,10.525,90.0,90.0,90.0
1000424,data/raw/cif/1/00/04/1000424.cif,Fe7Pb7F34,96,4,1366.5980952554678,6.044489006520917,16.375,11.233,7.615,90.0,102.67,90.0
1000496,data/raw/cif/1/00/04/1000496.cif,RbAlF4,12,3,165.026921875,3.7923131511755677,5.125,5.125,6.283,90.0,90.0,90.0
1000425,data/raw/cif/1/00/04/1000425.cif,CsPd2F5,32,3,544.822402742,5.373213589613689,6.473,7.853,10.718,90.0,90.0,90.0
1000497,data/raw/cif/1/00/04/1000497.cif,Ba2Zn7F18,27,3,342.3353946204378,5.211934725063501,7.032,7.292,7.505,94.23999999999998,92.82,116.39000000000001
1000426,data/raw/cif/1/00/04/1000426.cif,V4Fe1.12Cu4H2Pb2.88O19.6,36,6,427.9919000000001,5.559173014338288,7.525,5.9,9.64,90.0,90.0,90.0
1000498,data/raw/cif/1/00/04/1000498.cif,BaMnFeF7,40,4,550.0401582685062,4.602060769024374,5.5075,10.9584,9.1427,90.0,94.568,90.0
1000427,data/raw/cif/1/00/04/1000427.cif,Bi2Te4O11,68,3,1047.152552716037,7.004990018959274,6.990900000000001,7.9593,18.89629,90.0,95.176,90.0
1000499,data/raw/cif/1/00/04/1000499.cif,RbCrCoF6,128,4,1085.4231239329997,3.7987810096876173,10.277,10.277,10.277,90.0,90.0,90.0
1000428,data/raw/cif/1/00/04/1000428.cif,Ba0.86Ca2In6O12,24,4,272.39467168646456,6.578631082075586,9.888,9.888,3.217,90.0,90.0,119.99999999999999
1000429,data/raw/cif/1/00/04/1000429.cif,Ba0.83Ca2.1In6O12,23,4,272.39467168646456,6.577948260418473,9.888,9.888,3.217,90.0,90.0,119.99999999999999
1000430,data/raw/cif/1/00/04/1000430.cif,SrFeP(O2F)2,36,5,436.1421755452143,4.209893945704452,5.207,12.216,7.037,90.0,103.00000000000001,90.0
1000431,data/raw/cif/1/00/04/1000431.cif,V4Fe2O13,76,3,1113.7924460501285,3.121609200128223,8.3125,9.4055,14.5768,90.0,102.231,90.0
1000432,data/raw/cif/1/00/04/1000432.cif,LiFeSnO4,20,4,153.366483144,5.316046969494155,3.066,5.066,9.874,90.0,90.0,90.0
1000433,data/raw/cif/1/00/04/1000433.cif,Li2.832Fe1.5Sn2.168O8,16,4,155.394376504,5.223117506860439,3.074,5.116,9.881,90.0,90.0,90.0
1000434,data/raw/cif/1/00/04/1000434.cif,Li4.0002Fe4Sn3.9998O16,28,4,306.00587771437137,5.328556917599553,6.012,6.012,9.776,90.0,90.0,119.99999999999999
1000436,data/raw/cif/1/00/04/1000436.cif,Li0.42La1.184Ti2O6,10,4,116.588114817044,5.114721015678242,3.8714,3.8714,7.7789,90.0,90.0,90.0
1000437,data/raw/cif/1/00/04/1000437.cif,Li0.66La1.104Ti2O6,10,4,116.25550830917899,4.994423447925634,3.8741,3.8741,7.7459,90.0,90.0,90.0
1000438,data/raw/cif/1/00/04/1000438.cif,Li0.48La1.168Ti2O6,10,4,116.52028200000001,5.0919607435943055,3.87,3.87,7.78,90.0,90.0,90.0
1000439,data/raw/cif/1/00/04/1000439.cif,RbFeF4,24,3,367.296669889924,3.9297474544422064,7.6651,7.6316,6.2789,90.0,90.0,90.0
1000441,data/raw/cif/1/00/04/1000441.cif,Sr2Fe2H2OF10,136,5,1679.68454950296,3.914303833647296,7.848,19.86699,10.773,90.0,90.0,90.0
1000442,data/raw/cif/1/00/04/1000442.cif,Al2O3,40,2,361.30442364870004,3.7488759777202056,4.8437,8.33,8.9547,90.0,90.0,90.0
1000443,data/raw/cif/1/00/04/1000443.cif,Yb3(OF5)2,272,3,3599.867065976,5.469669558654571,15.326,15.326,15.326,90.0,90.0,90.0
1000444,data/raw/cif/1/00/04/1000444.cif,KYb3OF10,272,4,3609.0354032190003,5.625821598271875,15.339,15.339,15.339,90.0,90.0,90.0
1000445,data/raw/cif/1/00/04/1000445.cif,FeN2F5,32,3,532.66947007743,2.23018678519288,6.3385,7.6191,11.0298,90.0,90.0,90.0
1000447,data/raw/cif/1/00/04/1000447.cif,Ba2Ni2ClF7,24,4,368.91989277545395,5.0455576409506095,7.602,5.766,8.788,90.0,106.72,90.0
1000448,data/raw/cif/1/00/04/1000448.cif,Ba2MnNiClF7,24,5,384.358723863032,4.810440460199934,7.746,5.82,8.898,90.0,106.63000000000001,90.0
1000449,data/raw/cif/1/00/04/1000449.cif,Ba2FeCoClF7,24,5,383.15692103727366,4.835468449429041,7.748999999999999,5.771,8.95,90.0,106.80000000000001,90.0
1000450,data/raw/cif/1/00/04/1000450.cif,Na3Eu(CO3)3,64,4,783.3155453759999,3.3999568221166525,9.942,11.024,7.147,90.0,90.0,90.0
1000453,data/raw/cif/1/00/04/1000453.cif,RbAlF4,6,3,84.409380607156,3.707133979795659,3.6586,3.6586,6.3061,90.0,90.0,90.0
1000454,data/raw/cif/1/00/04/1000454.cif,RbAlF4,12,3,166.049343,3.7689626156761458,5.1375,5.1375,6.2912,90.0,90.0,90.0
1000455,data/raw/cif/1/00/04/1000455.cif,RbAlF4,12,3,164.839470304135,3.796625680547861,5.1227,5.1227,6.2815,90.0,90.0,90.0
1000456,data/raw/cif/1/00/04/1000456.cif,RbAlF4,24,3,327.06860799168004,3.826926527540701,7.2285,7.2252,6.2624,90.0,90.0,90.0
1000457,data/raw/cif/1/00/04/1000457.cif,RbAlF4,24,3,324.346453672592,3.8590449134759246,7.2124,7.2073,6.2396,90.0,90.0,90.0
1000458,data/raw/cif/1/00/04/1000458.cif,Ga12P12C9N6.004O50F8,110,6,1483.2036266886907,2.633782835505519,8.674000000000001,10.19,16.82599,90.0,94.21,90.0
1000459,data/raw/cif/1/00/04/1000459.cif,Ca4Al2H22CO20,49,5,433.0247408055055,2.179854366039256,5.7747,8.4689,9.923,64.77,82.75,81.43000000000002
1000460,data/raw/cif/1/00/04/1000460.cif,CrCu(PS3)2,52,4,777.2493322502282,3.1608882296303014,5.916,10.246,13.415,90.0,107.09,90.0
1000469,data/raw/cif/1/00/04/1000469.cif,Cs8Nb10Si6O41.004,66,4,1034.77642320274,4.520305706567718,7.342,7.342,22.16599,90.0,90.0,119.99999999999999
1000470,data/raw/cif/1/00/04/1000470.cif,BaSmC2O6F,66,5,826.7773493886807,5.14206641198492,5.016,5.016,37.94398,90.0,90.0,119.99999999999999
1000471,data/raw/cif/1/00/04/1000471.cif,Ba3La2C5O15F2,108,5,1453.1477984663393,4.698096817910465,21.471980000000002,5.098,13.325,90.0,94.96000000000001,90.0
1000472,data/raw/cif/1/00/04/1000472.cif,Na5V2P3HO15,52,5,648.9016917756442,2.818748494880046,6.3088999999999995,20.10379,5.1172,90.0,91.134,90.0
1000473,data/raw/cif/1/00/04/1000473.cif,BaY2F8,26,3,308.77743405480305,5.024206849432825,6.9829,10.519,4.2644,90.0,99.676,90.0
1000474,data/raw/cif/1/00/04/1000474.cif,K12Gd6C9O27F11.994,78,5,965.6313069371263,3.7498945525406833,9.0268,9.0268,13.684,90.0,90.0,119.99999999999999
1000475,data/raw/cif/1/00/04/1000475.cif,Ga12H0.88O0.88F36,56,4,655.49379014,3.8900427158785305,7.21,12.398,7.333,90.0,90.0,90.0
1000476,data/raw/cif/1/00/04/1000476.cif,FeF3,8,2,103.85695770006454,3.608339407111386,5.362,5.362,5.362,57.94,57.94,57.94
1000477,data/raw/cif/1/00/04/1000477.cif,Ba2CeC3O9F,32,5,433.6804972023552,4.700376225125983,13.365,5.097,6.638,90.0,106.45,90.0
1000478,data/raw/cif/1/00/04/1000478.cif,K2AlH2OF5,22,5,279.373060351795,2.5937034728141897,6.133,7.475,6.142,90.0,97.17,90.0
1000500,data/raw/cif/1/00/05/1000500.cif,La7Mo7O30,132,3,1718.1356186180294,6.158104235460103,17.0051,17.0051,6.8607,90.0,90.0,119.99999999999999
1000501,data/raw/cif/1/00/05/1000501.cif,La7Mo7O30,132,3,1718.54658436777,6.156631613218072,17.00639,17.00639,6.8613,90.0,90.0,119.99999999999999
1000502,data/raw/cif/1/00/05/1000502.cif,Na2Gd2B2O7,52,4,617.5209430550743,5.3145917964767575,10.694999999999999,6.32,10.328,90.0,117.80000000000001,90.0
1000503,data/raw/cif/1/00/05/1000503.cif,Li4La4.5Ti5.5Nb2.5O26,44,5,487.762409456,5.325700869991872,3.88,3.88,32.39999,90.0,90.0,90.0
1000504,data/raw/cif/1/00/05/1000504.cif,Na2Gd2MgSi4(O6F)2,46,6,559.2266606802596,4.318123048281909,5.178,7.51,14.381,90.0,90.22,90.0
1000505,data/raw/cif/1/00/05/1000505.cif,GaP(H2O3)2,96,4,835.16793830708,3.192762172001534,9.926,8.6189,9.7622,90.0,90.0,90.0
1000508,data/raw/cif/1/00/05/1000508.cif,H26C16O5,376,3,3378.4487990311504,1.1732313292112655,13.7805,29.081,8.4303,90.0,90.0,90.0
1000509,data/raw/cif/1/00/05/1000509.cif,SiH34C23O4,496,4,4710.48297005901,1.1353937819857975,28.083999999999996,8.3502,20.303,90.0,98.37,90.0
1000510,data/raw/cif/1/00/05/1000510.cif,SiH34C23O4,124,4,1172.5216695203308,1.1403313928822565,9.4586,11.1593,12.4892,89.406,72.021,70.117
1001061,data/raw/cif/1/00/10/1001061.cif,TlSbWO6,96,4,1075.000606784,7.48838994487829,10.244,10.244,10.244,90.0,90.0,90.0
1001000,data/raw/cif/1/00/10/1001000.cif,CaH4(NO4)2,304,4,2468.7991559720003,2.1536258509120523,11.827,16.538,12.622,90.0,90.0,90.0
1001062,data/raw/cif/1/00/10/1001062.cif,SbWO7,72,3,1085.7400049520002,5.109393687285631,10.278,10.278,10.278,90.0,90.0,90.0
1001001,data/raw/cif/1/00/10/1001001.cif,Rb2Ge4O9,90,3,1246.0670591005019,4.841345217843964,12.08,12.08,9.86,90.0,90.0,119.99999999999999
1001063,data/raw/cif/1/00/10/1001063.cif,SbWNO6,72,4,1077.5211230080001,5.123798837745043,10.252,10.252,10.252,90.0,90.0,90.0
1001002,data/raw/cif/1/00/10/1001002.cif,Rb2Ti(GeO3)3,90,4,1304.8962946833897,4.433932117928807,12.19,12.19,10.14,90.0,90.0,119.99999999999999
1001064,data/raw/cif/1/00/10/1001064.cif,AgSbWO7,88,4,1093.6820881270003,6.382501904591172,10.303,10.303,10.303,90.0,90.0,90.0
1001066,data/raw/cif/1/00/10/1001066.cif,Ba6Si5.2506Ge18.7494O54,84,4,1135.79358481623,4.6745531548565875,11.595,11.595,9.755,90.0,90.0,119.99999999999999
1001004,data/raw/cif/1/00/10/1001004.cif,RbNb(BO3)2,100,4,1371.23850204,3.584403752295535,19.64,9.449,7.389,90.0,90.0,90.0
1001065,data/raw/cif/1/00/10/1001065.cif,Ba2Si3Ge5O18,28,4,373.5059919278806,4.490717824088452,6.667,6.667,9.703,90.0,90.0,119.99999999999999
1001005,data/raw/cif/1/00/10/1001005.cif,Nb33Tl10.74H0.75O90,186,4,2114.453269786292,5.263023212080732,7.51,7.509999999999999,43.29,90.0,90.0,119.99999999999999
1001007,data/raw/cif/1/00/10/1001007.cif,K3Nb3(BO6)2,20,4,263.14625792111775,3.8469576362504694,8.753,8.753,3.966,90.0,90.0,119.99999999999999
1001079,data/raw/cif/1/00/10/1001079.cif,Sn5W8O23,72,4,948.9153373895134,8.512574908598015,7.667,7.667,18.64,90.0,90.0,119.99999999999999
1001008,data/raw/cif/1/00/10/1001008.cif,K3Nb3(BO6)2,320,4,3972.7991146855347,4.076974353395701,34.01,34.01,3.966,90.0,90.0,119.99999999999999
1001080,data/raw/cif/1/00/10/1001080.cif,Tl2W4O13,120,3,1065.32938752,8.430241837026488,7.327,37.864,3.84,90.0,90.0,90.0
1001009,data/raw/cif/1/00/10/1001009.cif,Nb2PbO6,368,3,4905.110781576001,6.621818355579332,35.292,17.943,7.746,90.0,90.0,90.0
1001081,data/raw/cif/1/00/10/1001081.cif,KTiNbO5,32,4,451.1772226290001,3.8257436261006195,6.447,3.797,18.431,90.0,90.0,90.0
1001010,data/raw/cif/1/00/10/1001010.cif,Nb12.36Tl4O32.888,76,3,759.48463917,5.448611792866117,7.551,13.005,7.734,90.0,90.0,90.0
1001082,data/raw/cif/1/00/10/1001082.cif,K3.4Ti3.4Nb4.6O20,32,4,461.64151799999996,3.7518454329873014,6.474,3.8,18.765,90.0,90.0,90.0
